iter	RMSE
253	1.112543576e+64
254	1.857575058e+64
255	3.095672269e+64
256	5.201031371e+64
257	8.780135104e+64
258	1.487039151e+65
259	2.52346244e+65
260	4.329920341e+65
261	7.711399385e+65
262	1.402501401e+66
263	2.575577151e+66
264	4.7696317e+66
265	8.858408027e+66
266	1.647615505e+67
267	2.996792547e+67
268	4.763145179e+67
269	7.760384456e+67
270	1.284955223e+68
271	2.123905809e+68
272	3.52077111e+68
273	5.849720789e+68
274	9.743074061e+68
275	1.627370218e+69
276	2.727256901e+69
277	4.589127869e+69
278	7.760861838e+69
279	1.319340576e+70
280	2.259424792e+70
281	3.904415469e+70
282	6.820213868e+70
283	1.20498879e+71
284	1.929529871e+71
285	3.315715116e+71
286	5.643723496e+71
287	1.015426687e+72
288	1.858743779e+72
289	3.442668903e+72
290	6.419243822e+72
291	1.207394764e+73
292	2.288373213e+73
293	4.388488632e+73
294	8.440221549e+73
295	1.632096104e+74
296	3.160006424e+74
297	6.199273855e+74
298	1.212791953e+75
299	2.402476662e+75
300	4.780919693e+75
301	9.493120317e+75
302	1.889443982e+76
303	3.764241692e+76
304	7.504062765e+76
305	1.495916363e+77
306	2.981690745e+77
307	5.94577442e+77
308	1.184417129e+78
309	2.360973518e+78
310	4.282900148e+78
311	7.88364423e+78
312	1.465971779e+79
313	2.783003045e+79
314	5.358335813e+79
315	1.043950468e+80
316	2.054464101e+80
317	4.055702724e+80
318	8.095017276e+80
319	1.620012377e+81
320	2.884947938e+81
321	5.139729982e+81
322	9.160136524e+81
323	1.633475228e+82
324	2.912418061e+82
325	5.208829424e+82
326	9.314620072e+82
327	1.667951257e+83
328	2.983841209e+83
329	5.344264489e+83
330	9.562313103e+83
331	1.712865837e+84
332	3.060139964e+84
333	5.499148705e+84
334	9.8935263e+84
335	1.782649948e+85
336	3.209446287e+85
337	5.785581563e+85
338	1.040469419e+86
339	1.877972474e+86
340	3.387655845e+86
341	6.120637679e+86
342	1.104571564e+87
343	1.996073069e+87
344	3.602993025e+87
345	6.511778312e+87
346	1.179476019e+88
347	2.136076121e+88
348	3.876252111e+88
349	7.029585436e+88
350	1.277340216e+89
351	2.319346627e+89
352	4.219485264e+89
353	7.670549914e+89
354	1.493942833e+90
355	2.94971772e+90
356	5.860315012e+90
357	1.166897193e+91
358	2.325560946e+91
359	4.636426926e+91
360	9.245112881e+91
361	1.8436521e+92
362	3.676794075e+92
363	7.332925363e+92
364	1.46251504e+93
365	2.917006937e+93
366	5.818193313e+93
367	1.160518753e+94
368	2.242697894e+94
369	4.571087501e+94
370	9.471943182e+94
371	1.974959317e+95
372	4.12847145e+95
373	8.639923939e+95
374	1.809071946e+96
375	3.788859071e+96
376	7.936199222e+96
377	1.662424266e+97
378	3.482440006e+97
379	7.295106595e+97
380	1.528209426e+98
381	3.20136581e+98
382	6.70639214e+98
383	1.404892141e+99
384	2.943047107e+99
385	6.165262097e+99
386	1.291534256e+100
387	2.705579796e+100
388	5.667803488e+100
389	1.187323965e+101
390	2.487274353e+101
391	5.210485051e+101
392	1.091522312e+102
393	2.286583629e+102
394	4.744800447e+102
395	9.686308946e+102
396	2.017613659e+103
397	4.205459193e+103
398	8.766299583e+103
399	1.82736609e+104
400	3.809228512e+104
401	7.940529743e+104
402	1.655245598e+105
403	3.450449681e+105
404	7.192653292e+105
405	1.499348736e+106
406	3.125476593e+106
407	6.51523194e+106
408	1.358136853e+107
409	2.831112975e+107
410	5.901615005e+107
411	1.230225017e+108
412	2.564473625e+108
413	5.345790325e+108
414	1.114360235e+109
415	2.322946955e+109
416	4.842314353e+109
417	9.153359448e+109
418	1.747849334e+110
419	3.337856479e+110
420	6.374288098e+110
421	1.200354318e+111
422	2.28395128e+111
423	4.683541823e+111
424	9.708092796e+111
425	1.922557418e+112
426	3.923819335e+112
427	8.054016143e+112
428	1.654871051e+113
429	3.400919662e+113
430	6.989456862e+113
431	1.436457917e+114
432	2.952178377e+114
433	6.067256347e+114
434	1.246930114e+115
435	2.562665324e+115
436	5.266737561e+115
437	1.020312061e+116
438	1.835770884e+116
439	3.321191345e+116
440	6.021301051e+116
441	1.093141851e+117
442	1.98573706e+117
443	3.608204529e+117
444	6.557364235e+117
445	1.191827076e+118
446	2.166373624e+118
447	3.938089435e+118
448	7.159259935e+118
449	1.301608045e+119
450	2.366581422e+119
451	4.303200389e+119
452	7.825109209e+119
453	1.423042302e+120
454	2.588055772e+120
455	4.707146582e+120
456	8.561895706e+120
457	1.55743563e+121
458	2.833205505e+121
459	5.154347291e+121
460	9.37770856e+121
461	1.706267266e+122
462	3.104734542e+122
463	5.649744167e+122
464	1.028157834e+123
465	1.871187428e+123
466	3.405658372e+123
467	6.198847431e+123
468	1.128357381e+124
469	2.054035948e+124
470	3.73933884e+124
471	6.807799976e+124
472	1.23949194e+125
473	2.25686377e+125
474	4.109523429e+125
475	7.48344916e+125
476	1.362812646e+126
477	2.481956922e+126
478	4.520389065e+126
479	8.23342683e+126
480	1.499713939e+127
481	2.731863224e+127
482	4.976590912e+127
483	9.066238477e+127
484	1.65174986e+128
485	3.009422051e+128
486	5.483316756e+128
487	9.991362601e+128
488	1.820652199e+129
489	3.317797504e+129
490	6.04634761e+129
491	1.101936145e+130
492	2.008350734e+130
493	3.66051538e+130
494	6.672125256e+130
495	1.21620044e+131
496	2.216995776e+131
497	4.041504367e+131
498	7.367827526e+131
499	1.343240557e+132
500	2.448983302e+132
501	4.459652808e+132
502	8.073959429e+132
503	1.469092476e+133
504	2.670921358e+133
505	3.980452599e+133
506	5.943443173e+133
507	8.88431653e+133
508	1.329280798e+134
509	1.990570303e+134
510	2.983203499e+134
511	4.474205841e+134
512	6.715255812e+134
513	1.008577993e+135
514	1.515806896e+135
515	2.279570073e+135
516	3.430235374e+135
517	5.164687771e+135
518	7.780379205e+135
519	1.172685426e+136
520	1.76837397e+136
521	2.66788162e+136
522	4.026680901e+136
523	6.080017464e+136
524	9.22852008e+136
525	1.400522266e+137
526	2.131512752e+137
527	3.252838584e+137
528	4.907275125e+137
529	7.573182393e+137
530	1.271877232e+138
531	2.27417765e+138
532	4.080211948e+138
533	7.334747002e+138
534	1.320422947e+139
535	2.380009787e+139
536	4.294720836e+139
537	7.757948333e+139
538	1.402761304e+140
539	2.538729171e+140
540	4.598502294e+140
541	8.335978308e+140
542	1.512204922e+141
543	2.741802319e+141
544	4.989182141e+141
545	9.089320319e+141
546	1.656603069e+142
547	3.019892046e+142
548	5.505784414e+142
549	1.00390192e+143
550	1.82609005e+143
551	3.325823282e+143
552	6.05594163e+143
553	1.104806003e+144
554	2.016713491e+144
555	3.680610043e+144
556	6.720356344e+144
557	1.22806597e+145
558	2.244715902e+145
559	3.335510859e+145
560	4.96919276e+145
561	7.409743836e+145
562	1.105855003e+146
563	1.651825737e+146
564	2.469413615e+146
565	3.694694547e+146
566	5.532340977e+146
567	8.823711243e+146
568	1.487231583e+147
569	2.281162268e+147
570	3.758634181e+147
571	6.20821742e+147
572	7.996066988e+147
573	1.034453628e+148
574	1.342084414e+148
575	1.744073828e+148
576	2.277963247e+148
577	2.996667338e+148
578	3.9830394e+148
579	5.367939828e+148
580	7.374419425e+148
581	1.038475369e+149
582	1.561359366e+149
583	2.440908204e+149
584	3.902059706e+149
585	6.291104944e+149
586	1.019104446e+150
587	1.656076462e+150
588	2.698196371e+150
589	4.406561874e+150
590	7.212959011e+150
591	1.183280525e+151
592	1.945372559e+151
593	3.543465073e+151
594	6.152424204e+151
595	1.115593767e+152
596	2.063055584e+152
597	3.85169266e+152
598	7.235586384e+152
599	inf
