iter	RMSE
235	4.390506883
236	4.382751612
237	4.373897054
238	4.367870056
239	4.359854653
240	4.356131045
241	4.351634082
242	4.347009676
243	4.343680575
244	4.341051924
245	4.335568184
246	4.330579398
247	4.324337186
248	4.317439117
249	4.30965857
250	4.305963987
251	4.298601526
252	4.294831037
253	4.289830655
254	4.285010327
255	4.278039041
256	4.270380675
257	4.266140031
258	4.261060945
259	4.25534115
260	4.250102906
261	4.244340933
262	4.235464385
263	4.230104039
264	4.223216827
265	4.220678115
266	4.216212077
267	4.214237355
268	4.20719922
269	4.200745466
270	4.193638554
271	4.187846315
272	4.183410613
273	4.178891877
274	4.173458518
275	4.169073654
276	4.165419571
277	4.159271366
278	4.152241855
279	4.14754266
280	4.144907648
281	4.138448086
282	4.132532312
283	4.125835707
284	4.122878801
285	4.120038902
286	4.116326046
287	4.111530117
288	4.106033353
289	4.099491556
290	4.091735215
291	4.088347179
292	4.083366554
293	4.0797161
294	4.074517683
295	4.0695055
296	4.066681519
297	4.064133357
298	4.060799177
299	4.058051134
300	4.055285768
301	4.050229867
302	4.04636952
303	4.04007302
304	4.035394973
305	4.030646605
306	4.025932905
307	4.021837704
308	4.017835951
309	4.014688319
310	4.009918213
311	4.005733631
312	4.000832306
313	3.999756556
314	3.995787293
315	3.99039899
316	3.986260395
317	3.981891353
318	3.974836541
319	3.96906764
320	3.965303331
321	3.962291816
322	3.958089007
323	3.95471394
324	3.952422668
325	3.947705432
326	3.944220475
327	3.941446173
328	3.938247815
329	3.935649031
330	3.934648473
331	3.929113954
332	3.927164098
333	3.924346361
334	3.918146222
335	3.915820926
336	3.910056793
337	3.905077793
338	3.900838016
339	3.898062942
340	3.894160521
341	3.890535118
342	3.887554346
343	3.883756354
344	3.879301593
345	3.877589693
346	3.872863154
347	3.868258803
348	3.865552839
349	3.860727334
350	3.85674918
351	3.85514797
352	3.850497725
353	3.84504342
354	3.842408726
355	3.837501465
356	3.832994453
357	3.829289551
358	3.825538934
359	3.821506515
360	3.819888067
361	3.815969835
362	3.81143928
363	3.807826923
364	3.803928393
365	3.800517333
366	3.797181417
367	3.794364614
368	3.791257593
369	3.78804575
370	3.784707304
371	3.780050713
372	3.77673891
373	3.773362911
374	3.772063976
375	3.767055179
376	3.765773371
377	3.763132347
378	3.761495514
379	3.758515604
380	3.755793438
381	3.752262648
382	3.748929165
383	3.74704232
384	3.745257287
385	3.742238745
386	3.739411754
387	3.735968844
388	3.731130547
389	3.728621148
390	3.725058695
391	3.723386429
392	3.720021964
393	3.718826846
394	3.716147808
395	3.713139432
396	3.707966422
397	3.702224938
398	3.699576481
399	3.697301835
400	3.69340213
401	3.690909436
402	3.686524435
403	3.683391442
404	3.680976715
405	3.67888014
406	3.675437965
407	3.669329364
408	3.666257773
409	3.664085512
410	3.660965829
411	3.659301746
412	3.655760421
413	3.651832237
414	3.649893531
415	3.646702171
416	3.643986782
417	3.642825558
418	3.638656375
419	3.634560321
420	3.631975148
421	3.628988573
422	3.626488474
423	3.624061471
424	3.621061768
425	3.616797913
426	3.61430501
427	3.610381956
428	3.609476959
429	3.605923237
430	3.602983109
431	3.600040675
432	3.599311254
433	3.597608466
434	3.593511748
435	3.592305874
436	3.589479335
437	3.584795323
438	3.581545392
439	3.580105535
440	3.576502284
441	3.573525132
442	3.5707742
443	3.567356387
444	3.563959213
445	3.558695732
446	3.555158242
447	3.552008093
448	3.54914493
449	3.546197045
450	3.54311481
451	3.540336324
452	3.536683526
453	3.535241874
454	3.53280925
455	3.528967765
456	3.525944812
457	3.521494716
458	3.519192087
459	3.515893205
460	3.512554717
461	3.510906986
462	3.506549309
463	3.502280255
464	3.500723291
465	3.498026306
466	3.493009489
467	3.491638915
468	3.489030146
469	3.485681491
470	3.482257552
471	3.478763096
472	3.475090222
473	3.471733108
474	3.469018954
475	3.466542036
476	3.463385279
477	3.461187907
478	3.457747425
479	3.454762322
480	3.451933466
481	3.448375645
482	3.444677689
483	3.442266286
484	3.440212147
485	3.438800397
486	3.437363066
487	3.435062058
488	3.432369757
489	3.429592088
490	3.428199708
491	3.426474955
492	3.424221637
493	3.42225784
494	3.419355421
495	3.417465923
496	3.413784925
497	3.410618492
498	3.408436679
499	3.405138885
500	3.401481525
501	3.398343414
502	3.396117928
503	3.392917151
504	3.39016402
505	3.386593285
506	3.385118938
507	3.382013796
508	3.37770913
509	3.37416523
510	3.372093136
511	3.368983062
512	3.366672517
513	3.365443745
514	3.363246586
515	3.361452491
516	3.359539334
517	3.356703384
518	3.354493836
519	3.350966525
520	3.350015443
521	3.347319105
522	3.346566345
523	3.343292873
524	3.341509703
525	3.340665709
526	3.338942692
527	3.335821744
528	3.334307086
529	3.33222995
530	3.3288249
531	3.325570717
532	3.321893249
533	3.320565429
534	3.317952036
535	3.315976103
536	3.315101276
537	3.310986166
538	3.30816193
539	3.30537538
540	3.302535164
541	3.299605196
542	3.296109818
543	3.293183903
544	3.291233539
545	3.290516237
546	3.28822692
547	3.285189432
548	3.28246975
549	3.280625526
550	3.275854845
551	3.274226306
552	3.27086612
553	3.268650349
554	3.265775234
555	3.263622803
556	3.261757822
557	3.258844473
558	3.25714525
559	3.253571525
560	3.251753502
561	3.250851199
562	3.248513804
563	3.246610324
564	3.245299458
565	3.242323598
566	3.239962162
567	3.237056998
568	3.235489092
569	3.234202136
570	3.229119055
571	3.228392022
572	3.226638645
573	3.223963381
574	3.221586595
575	3.218629421
576	3.216202203
577	3.214406599
578	3.212173342
579	3.21047941
580	3.209890121
581	3.206807897
582	3.205003423
583	3.204007086
584	3.202266982
585	3.201521012
586	3.199332941
587	3.197471656
588	3.195361985
589	3.193749339
590	3.19209318
591	3.190493467
592	3.188802239
593	3.185828584
594	3.183717792
595	3.180820969
596	3.179197802
597	3.176609854
598	3.17440261
599	3.172671556
600	3.169107497
601	3.166309671
602	3.165341418
603	3.163642931
604	3.162049666
605	3.159520427
606	3.156792452
607	3.155114091
608	3.153021338
609	3.150105134
610	3.147941314
611	3.144765957
612	3.143312824
613	3.141062754
614	3.137924732
615	3.135092514
616	3.13190371
617	3.128942407
618	3.127185097
619	3.124897617
620	3.123615677
621	3.122434479
622	3.119356008
623	3.116018414
624	3.114256708
625	3.113402566
626	3.112433746
627	3.110592434
628	3.107967063
629	3.10583939
630	3.103514285
631	3.10182993
632	3.100305042
633	3.098209218
634	3.095669444
635	3.093703037
636	3.090525916
637	3.088350812
638	3.085729378
639	3.083957602
640	3.081181954
641	3.079401138
642	3.076715415
643	3.075476021
644	3.072212955
645	3.070785618
646	3.068424467
647	3.066324106
648	3.063708461
649	3.062058607
650	3.059852245
651	3.057337398
652	3.054268603
653	3.05301783
654	3.051837579
655	3.051226094
656	3.049503151
657	3.048027918
658	3.046658738
659	3.045057056
660	3.043355158
661	3.040972077
662	3.039389543
663	3.036939964
664	3.034762865
665	3.031843867
666	3.030046836
667	3.02746736
668	3.026132286
669	3.024214285
670	3.021093585
671	3.019494578
672	3.018028706
673	3.014847648
674	3.013851055
675	3.010469573
676	3.00806267
677	3.006395799
678	3.004179371
679	3.002623592
680	2.999827215
681	2.997632193
682	2.996070809
683	2.992974668
684	2.990995444
685	2.98912494
686	2.9868701
687	2.984537955
688	2.983521458
689	2.981363371
690	2.979991966
691	2.979140766
692	2.976479573
693	2.974128723
694	2.973137834
695	2.971396428
696	2.969627821
697	2.967657897
698	2.965636612
699	2.963505913
700	2.96237344
701	2.961146568
702	2.958803006
703	2.95698592
704	2.956341615
705	2.954379094
706	2.951931806
707	2.950153268
708	2.948093812
709	2.946660573
710	2.945484573
711	2.944035441
712	2.942610293
713	2.94160988
714	2.939937182
715	2.938687937
716	2.93632529
717	2.935568245
718	2.93340924
719	2.932229661
720	2.930757687
721	2.928905494
722	2.927426178
723	2.925734225
724	2.922410005
725	2.920932271
726	2.918920298
727	2.916329686
728	2.915423934
729	2.913279659
730	2.911376094
731	2.909975953
732	2.907733628
733	2.906497722
734	2.904801649
735	2.903131981
736	2.901172179
737	2.899491834
738	2.89825653
739	2.896310906
740	2.894915237
741	2.89307906
742	2.891508737
743	2.890453331
744	2.888197727
745	2.886969917
746	2.885136524
747	2.88443536
748	2.882109567
749	2.880956055
750	2.878950775
751	2.876500916
752	2.874961072
753	2.873793641
754	2.872341194
755	2.871167677
756	2.869273572
757	2.868371181
758	2.865536782
759	2.863461866
760	2.861981669
761	2.85959122
762	2.857772432
763	2.856679951
764	2.855792589
765	2.854314319
766	2.852722448
767	2.851574374
768	2.849622847
769	2.848103472
770	2.84728851
771	2.845637211
772	2.844469512
773	2.843281819
774	2.84152269
775	2.839525353
776	2.837509087
777	2.836191702
778	2.83541163
779	2.834657156
780	2.831742241
781	2.829482933
782	2.827572686
783	2.826463913
784	2.824714131
785	2.821923268
786	2.820130613
787	2.818102231
788	2.816210043
789	2.815391898
790	2.813959553
791	2.812154305
792	2.811496781
793	2.809831463
794	2.807499474
795	2.805347655
796	2.804822996
797	2.802192423
798	2.800476008
799	2.799280022
800	2.798334105
801	2.797095878
802	2.795125226
803	2.792744368
804	2.791264205
805	2.789302252
806	2.788371339
807	2.786880551
808	2.783852022
809	2.78263146
810	2.781136832
811	2.780352356
812	2.778522403
813	2.777536943
814	2.775823491
815	2.774383671
816	2.772732321
817	2.771316027
818	2.770337299
819	2.767593801
820	2.766351325
821	2.765437869
822	2.762856219
823	2.762075571
824	2.76027177
825	2.759198801
826	2.75755194
827	2.756111685
828	2.754698701
829	2.75245354
830	2.750706678
831	2.749722269
832	2.747768106
833	2.745144847
834	2.743232248
835	2.74178408
836	2.739275031
837	2.737033715
838	2.735090667
839	2.733006988
840	2.731688249
841	2.730392003
842	2.729548795
843	2.728090263
844	2.727213904
845	2.725138849
846	2.723409807
847	2.721606551
848	2.719818296
849	2.71875569
850	2.717241119
851	2.71517846
852	2.714003067
853	2.713090875
854	2.711721521
855	2.710119446
856	2.708430028
857	2.706876392
858	2.705629554
859	2.703743346
860	2.702108365
861	2.700316027
862	2.698710391
863	2.697403873
864	2.69592894
865	2.694634809
866	2.693252287
867	2.691051081
868	2.689854275
869	2.688424216
870	2.686331687
871	2.684815378
872	2.682734574
873	2.680406717
874	2.678715117
875	2.677701577
876	2.676494361
877	2.674943035
878	2.673894611
879	2.672521932
880	2.6717298
881	2.670233816
882	2.669663061
883	2.668542531
884	2.667880872
885	2.666859255
886	2.665688284
887	2.663259147
888	2.66234179
889	2.659796233
890	2.658004165
891	2.657043145
892	2.656093938
893	2.655418176
894	2.654317101
895	2.653487225
896	2.651941494
897	2.650660504
898	2.648938159
899	2.647782927
900	2.646386116
901	2.645731832
902	2.645095226
903	2.644270899
904	2.642547353
905	2.641163565
906	2.639854669
907	2.638048495
908	2.636501604
909	2.634140292
910	2.633103612
911	2.631732596
912	2.630574526
913	2.628791946
914	2.627635772
915	2.62587815
916	2.624973029
917	2.623083521
918	2.621998126
919	2.620794397
920	2.619096566
921	2.618024222
922	2.617246508
923	2.616394934
924	2.614586564
925	2.61414586
926	2.613160979
927	2.611783971
928	2.610292305
929	2.608960993
930	2.608466363
931	2.60703222
932	2.605700329
933	2.604725234
934	2.60306372
935	2.601330454
936	2.601069119
937	2.600081041
938	2.598796615
939	2.596767067
940	2.595156404
941	2.594314004
942	2.592339722
943	2.591477964
944	2.589973349
945	2.588997619
946	2.58784007
947	2.586462521
948	2.585285716
949	2.584254696
950	2.583282705
951	2.581987742
952	2.581201316
953	2.580044024
954	2.57946133
955	2.57781642
956	2.576422089
957	2.575374263
958	2.574305799
959	2.573307842
960	2.571047419
961	2.569335137
962	2.567960673
963	2.566689662
964	2.565208314
965	2.564134632
966	2.563630612
967	2.562308396
968	2.561367969
969	2.560513812
970	2.559352665
971	2.556966971
972	2.555870215
973	2.555024104
974	2.553691822
975	2.552292042
976	2.551205266
977	2.549412135
978	2.548495797
979	2.547973854
980	2.547109162
981	2.545926431
982	2.5448736
983	2.543402213
984	2.542567697
985	2.541813852
986	2.541030873
987	2.539784184
988	2.538608482
989	2.537620734
990	2.536451282
991	2.535615228
992	2.534830345
993	2.53348993
994	2.532491035
995	2.530976541
996	2.529781455
997	2.528167114
998	2.527636399
999	2.525535887
